Randomizer Version: 4.6.1
Random Seed: 38577501505239
Settings String: 322IygEAnj8AP8AAgERAAKkJAjECQAACQA9AQABoAAAAAAAAgCIxsEywVoICTIJCQDGUwEAElBva2Vtb24gT21lZ2EgUnViee7Lak7jwziK

--Move Updates--
Made Tackle have 40 power
Made Thunder Wave have 90% accuracy
Made Recover have 5 PP
Made Soft-Boiled have 5 PP
Made Leech Life have 80 power and 10 PP
Made Rest have 5 PP
Made Swagger have 85% accuracy
Made Milk Drink have 5 PP
Made Rapid Spin have 50 power
Made Luster Purge have 95 power
Made Mist Ball have 95 power
Made Slack Off have 5 PP
Made Roost have 5 PP
Made Sucker Punch have 70 power
Made Dark Void have 50% accuracy
Made Flying Press have 100 power
Made Fell Stinger have 50 power
Made Parabolic Charge have 65 power
Made Water Shuriken a Special move
Made Mystical Fire have 75 power

--Pokemon Base Stats & Types--
NUM|NAME            |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1      |ABILITY2      |ABILITY3      |ITEM
Bastiodon@Life Orb Lv38, Ability: Illuminate - Rock Blast, Play Rough, Lava Plume, Mega Punch

#691 (Magma Admin Tabitha)
Archeops@Kee Berry Lv28, Ability: Rain Dish - Giga Drain, Sludge, Gust, Ice Fang
Crawdaunt@Salac Berry Lv28, Ability: Cute Charm - Bubble Beam, Rock Blast, Ice Fang, Bolt Strike
Avalugg@Occa Berry Lv28, Ability: Victory Star - Rock Blast, Ice Fang, Thunder Wave, Focus Blast

#692 (Magma Admin Tabitha)
Meowth@Meadow Plate Lv29, Ability: Early Bird - Rock Slide, Leaf Tornado, String Shot, Lava Plume
Aegislash@Zap Plate Lv29, Ability: Adaptability - Charge Beam, Volt Switch, Draining Kiss, Iron Head
Excadrill@Muscle Band Lv29, Ability: Magnet Pull - Fusion Bolt, Gastro Acid, Recover, Leech Life
Feraligatr@Destiny Knot Lv29, Ability: Prankster - Rock Slide, Water Pledge, Leaf Tornado, Giga Drain
Natu@Oran Berry Lv29, Ability: Fairy Aura - X-Scissor, Acid, Mist Ball, Sucker Punch
Zygarde@Yache Berry Lv29, Ability: Rock Head - Iron Head, Sacred Sword, Sludge, Bubble Beam

#693 (Magma Admin Tabitha)
Kingdra@Persim Berry Lv38, Ability: Shell Armor - Shadow Ball, Tail Whip, Bide, Bulldoze
Sunflora@Rock Incense Lv38, Ability: Liquid Ooze - Solar Beam, Rain Dance, Power Gem, Stored Power
Venusaur@Meadow Plate Lv38, Ability: Synchronize - Icy Wind, Magical Leaf, Hyper Fang, Earth Power
Lucario-Mega@Red Card Lv38, Ability: Normalize - Sky Uppercut, Icicle Crash, Bulldoze, Lock-On
Donphan@Rocky Helmet Lv38, Ability: Plus - Giga Drain, Sucker Punch, Power-Up Punch, Ominous Wind
Absol-Mega@Micle Berry Lv38, Ability: Magic Guard - Headbutt, Bubble Beam, Iron Head, Swift

#694 (Magma Admin Courtney)
Dedenne@Kee Berry Lv37, Ability: Healer - Extrasensory, Knock Off, Aerial Ace, Flash Cannon
Amoonguss@Zoom Lens Lv37, Ability: Sand Veil - Secret Power, Smog, Mimic, Power Trick
Mewtwo-Mega-Y@Lansat Berry Lv37, Ability: Gluttony - Zen Headbutt, Psycho Cut, Pin Missile, Mirror Shot

#695 (Magma Admin Courtney)
Diggersby@Wise Glasses Lv46, Ability: Plus - Flash Cannon, Dragon Ascent, Swift, Knock Off
Seviper@Micle Berry Lv46, Ability: Regenerator - Sludge, Vacuum Wave, Icy Wind, Force Palm
Terrakion@Eject Button Lv46, Ability: Sand Veil - Crush Claw, Mach Punch, Icy Wind, Iron Defense
Avalugg@Sitrus Berry Lv46, Ability: Sweet Veil - X-Scissor, Dream Eater, Sacred Fire, Revenge
Simisear@Quick Claw Lv46, Ability: Flower Veil - Sky Attack, Earthquake, Sky Uppercut, Bolt Strike
Furfrou@Cheri Berry Lv46, Ability: Speed Boost - Sucker Punch, Gust, Karate Chop, Lock-On

#696 (Magma Admin Courtney)
Weavile@Chople Berry Lv47, Ability: Light Metal - Ice Fang, Focus Punch, Light of Ruin, Rock Tomb
Beartic@Choice Band Lv47, Ability: Fairy Aura - Play Rough, Signal Beam, Thrash, Snarl
Vileplume@Zap Plate Lv47, Ability: Aura Break - Sludge, Volt Switch, Mirror Move, Earth Power
Toxicroak@Payapa Berry Lv47, Ability: Keen Eye - Light of Ruin, Sing, Jump Kick, Mach Punch
Blastoise@King’s Rock Lv47, Ability: Honey Gather - Karate Chop, Scald, Sludge, Play Rough
Gogoat@Maranga Berry Lv47, Ability: Tough Claws - X-Scissor, Leaf Blade, Mega Punch, Iron Head

#697 (Magma Admin Courtney)
Regirock@Wide Lens Lv64, Ability: Blaze - Head Smash, Grass Pledge, Power Trick, Chatter
Crobat@Muscle Band Lv64, Ability: Iron Barbs - Rock Tomb, Power-Up Punch, Meteor Mash, Giga Drain
Metagross@Cheri Berry Lv64, Ability: Huge Power - Iron Head, Switcheroo, X-Scissor, Shift Gear
Empoleon@Safety Goggles Lv64, Ability: Flower Veil - Leaf Tornado, Explosion, Water Pledge, Poison Gas
Pangoro@Ghost Gem Lv64, Ability: Defeatist - Last Resort, Lick, High Jump Kick, Earth Power
Raichu@Chilan Berry Lv64, Ability: Moody - Head Smash, Horn Leech, Last Resort, Crabhammer

#698 (Magma Admin Courtney)
Venusaur-Mega@Red Card Lv66, Ability: Sticky Hold - Precipice Blades, Double Team, Mimic, Rock Blast
Parasect@Cheri Berry Lv66, Ability: Imposter - Stomp, Giga Drain, Focus Blast, Sludge
Mawile@Mawilite Lv66, Ability: Wonder Skin - Iron Head, Icy Wind, Draining Kiss, Bolt Strike

#699 (Pokémon Trainer Brendan)
Aegislash@Kasib Berry Lv58, Ability: Primordial Sea - Revenge, Heavy Slam, Sing, Vine Whip
Masquerain@Absorb Bulb Lv58, Ability: Healer - Flash Cannon, Clear Smog, Head Smash, Crabhammer
Phione@Expert Belt Lv58, Ability: Infiltrator - Uproar, Steel Wing, Leaf Tornado, Solar Beam
Klinklang@Shed Shell Lv58, Ability: Anger Point - Doom Desire, V-create, Explosion, Thunder Wave
Banette-Mega@Choice Specs Lv58, Ability: Swarm - Meteor Mash, Giga Drain, Dragon Ascent, Hammer Arm
Swampert@Swampertite Lv60, Ability: Pickup - Sacred Fire, Ice Fang, Mach Punch, Draining Kiss

#700 (Pokémon Trainer Brendan)
Trevenant@Pecha Berry Lv58, Ability: Toxic Boost - Iron Head, Water Pledge, Signal Beam, Charm
Haxorus@Berry Juice Lv58, Ability: Quick Feet - Signal Beam, Karate Chop, Iron Head, Synchronoise
Ninetales@Razor Claw Lv58, Ability: Aerilate - Lava Plume, Shadow Ball, Focus Blast, Extrasensory
Vanilluxe@Salac Berry Lv58, Ability: Unaware - Dragon Breath, Fiery Dance, Focus Energy, Steel Wing
Clefable@Chesto Berry Lv58, Ability: Water Veil - Silver Wind, Aerial Ace, Pluck, Thunder Punch
Lucario@Lucarionite Lv60, Ability: Normalize - Meteor Mash, Iron Tail, Leaf Storm, Sucker Punch

#701 (Pokémon Trainer Brendan)
Kangaskhan-Mega@Salac Berry Lv58, Ability: Justified - Play Rough, Incinerate, Quick Attack, Assurance
Mewtwo-Mega-X@Eject Button Lv58, Ability: Skill Link - Round, Phantom Force, Mach Punch, Pluck
Florges@Bright Powder Lv58, Ability: Stench - Play Rough, Foul Play, Poison Jab, Heavy Slam
Rayquaza-Mega@Lax Incense Lv58, Ability: Sniper - Razor Leaf, Gust, Swift, Magnitude
Gigalith@Aspear Berry Lv58, Ability: Marvel Scale - Psystrike, Recover, Mud Sport, Drain Punch
Sceptile@Sceptilite Lv60, Ability: Volt Absorb - Solar Beam, Sacred Fire, Final Gambit, Jump Kick

#702 (Rich Boy Antoin)
Lumineon Lv72, Ability: Multiscale - Razor Leaf, Rock Tomb, Freeze-Dry, Icy Wind
Zebstrika Lv72, Ability: Dry Skin - Synchronoise, Shadow Ball, Rock Blast, Karate Chop
Leafeon Lv72, Ability: Telepathy - Energy Ball, Coil, Dual Chop, Slash
Kingler Lv72, Ability: Ice Body - Leech Life, Hail, Quick Attack, Crabhammer

#703 (Rich Boy Antoin)
Magnezone Lv72, Ability: Contrary - Psycho Boost, Sludge, Rain Dance, Astonish
Rotom-H Lv72, Ability: Tinted Lens - Ice Beam, Focus Blast, Rollout, Final Gambit
Thundurus-T Lv72, Ability: Flower Veil - Solar Beam, Dragon Ascent, Fake Out, Discharge
Musharna Lv72, Ability: Air Lock - Round, Mach Punch, Phantom Force, Grass Pledge

#704 (Rich Boy Antoin)
Mothim Lv72, Ability: Dry Skin - Oblivion Wing, Psych Up, Water Pledge, Pound
Aurorus Lv72, Ability: Tough Claws - Water Pledge, Icy Wind, Sky Uppercut, Powder Snow
Registeel Lv72, Ability: Magnet Pull - Giga Drain, Zen Headbutt, Parabolic Charge, Circle Throw
Mienshao Lv72, Ability: Damp - Water Pledge, Disarming Voice, Light of Ruin, Dragon Rush

#705 (Rich Boy Antoin)
Tornadus-T Lv72, Ability: Shadow Tag - Zen Headbutt, Mimic, Flatter, Coil
Dewgong Lv72, Ability: Early Bird - Spacial Rend, Dragon Tail, Psycho Shift, Feint Attack
Machamp Lv72, Ability: Prankster - Steel Wing, Stockpile, Lovely Kiss, Dazzling Gleam
Pyroar Lv72, Ability: Keen Eye - Spacial Rend, Grass Pledge, Crabhammer, Revenge

#706 (Rich Boy Antoin)
Escavalier Lv72, Ability: Toxic Boost - X-Scissor, Mimic, Disarming Voice, Crabhammer
Wigglytuff Lv72, Ability: Imposter - Sky Drop, Last Resort, Energy Ball, Pluck
Primeape Lv72, Ability: Unaware - Leaf Storm, Bounce, Brine, Thunder
Metagross Lv72, Ability: Anger Point - Force Palm, Sludge Wave, Work Up, Mach Punch

#707 (Rich Boy Antoin)
Dustox Lv72, Ability: Illuminate - Sucker Punch, Iron Head, Inferno, Power-Up Punch
Claydol Lv72, Ability: Poison Point - Hex, Thunder, Flash, Flame Charge
Rotom-M Lv72, Ability: Tinted Lens - Confusion, Switcheroo, Hyper Voice, Vacuum Wave
Musharna Lv72, Ability: Keen Eye - Icy Wind, Revenge, Bounce, Synchronoise

#708 (Rich Boy Antoin)
Tauros Lv72, Ability: Iron Barbs - Hyper Beam, Spikes, Quiver Dance, Nuzzle
Pangoro Lv72, Ability: Hustle - Phantom Force, Force Palm, Feint Attack, Glare
Blastoise Lv72, Ability: Honey Gather - Karate Chop, Magnitude, Shadow Ball, Work Up
Beheeyem Lv72, Ability: Sand Rush - X-Scissor, Copycat, Harden, Transform

#709 (Poké Maniac Kelvin)
Magnezone Lv72, Ability: Guts - Round, Hydro Cannon, Heal Block, Acid Spray
Charizard Lv72, Ability: Dry Skin - Focus Blast, Outrage, Sheer Cold, Ice Shard
Bellossom Lv72, Ability: Weak Armor - Aerial Ace, Pin Missile, Brine, Crabhammer
Nidoqueen Lv72, Ability: Keen Eye - Shadow Ball, Force Palm, Bounce, Bolt Strike

#710 (Bug Maniac Felix)
Exeggutor Lv72, Ability: Download - Giga Drain, Magnitude, Razor Leaf, Psychic
Hitmontop Lv72, Ability: Lightning Rod - Knock Off, Powder, Draining Kiss, String Shot
Victreebel Lv72, Ability: No Guard - Last Resort, Scary Face, Sky Attack, Thunder
Arcanine Lv72, Ability: Teravolt - Round, Mud Sport, Mach Punch, Solar Beam

#711 (Aroma Lady Carnation)
Vespiquen Lv72, Ability: Sheer Force - Thunder, Coil, Dragon Rush, Bounce
Metagross Lv72, Ability: Anger Point - Psychic, Razor Leaf, Bite, Spikes
Noctowl Lv72, Ability: Swift Swim - Razor Leaf, Karate Chop, Water Sport, Earthquake
Salamence Lv72, Ability: Poison Heal - Oblivion Wing, Leaf Tornado, Brine, Dragon Tail

#712 (Fairy Tale Girl Josephine)
Simipour Lv72, Ability: Solid Rock - Bubble Beam, Icicle Crash, Rock Blast, Earth Power
Salamence-Mega Lv72, Ability: Justified - Seed Bomb, Hail, Spite, Acid Spray
Haxorus Lv72, Ability: Quick Feet - Belch, Dragon Rush, Quiver Dance, Play Rough
Swampert-Mega Lv72, Ability: Limber - X-Scissor, Crabhammer, Bounce, Volt Switch

#713 (Lorekeeper Zinnia)
Talonflame Lv72, Ability: Sap Sipper - Grass Pledge, Hurricane, Aerial Ace, Steel Wing
Illumise Lv72, Ability: Magic Bounce - Swift, Sucker Punch, Shadow Ball, Psychic
Heatmor Lv72, Ability: Damp - Phantom Force, Precipice Blades, Stockpile, Baton Pass
Klefki Lv72, Ability: Serene Grace - Bolt Strike, Iron Head, Me First, Dragon Rush
Abomasnow@Abomasite Lv74, Ability: Chlorophyll - Signal Beam, Volt Switch, Thousand Arrows, Leaf Storm

#714 (Triathlete Sloan)
Aipom Lv20, Ability: Rain Dish - Techno Blast, Thief, Baton Pass, Karate Chop

#715 (Triathlete Dolph)
Gigalith Lv20, Ability: Marvel Scale - Bug Bite, Fire Blast, Whirlpool, Psycho Shift

#716 (Triathlete Vin)
Clefable Lv30, Ability: Water Veil - Searing Shot, Vacuum Wave, Curse, Ingrain
Hawlucha Lv30, Ability: Iron Barbs - Assurance, Electro Ball, Leaf Tornado, Ice Fang

#717 (Triathlete Jaylon)
Stoutland Lv47, Ability: Blaze - Flash Cannon, Dragon Ascent, Baton Pass, Grass Pledge

#718 (Triathlete Denzel)
Hoopa-U Lv47, Ability: Desolate Land - Solar Beam, Synchronoise, Dragon Ascent, Shadow Force

#719 (Triathlete Karsen)
Crobat Lv44, Ability: Lightning Rod - Mega Kick, Sludge Wave, Leer, Water Pledge
Snorlax Lv44, Ability: Desolate Land - Steel Wing, Spiky Shield, Switcheroo, Swagger

#720 (Backpacker Graeme)
Illumise Lv16, Ability: Cheek Pouch - Charge Beam, Disarming Voice, Wide Guard, Blizzard

#721 (Backpacker Emory)
Wurmple Lv25, Ability: Vital Spirit - Dragon Rush, Crabhammer, Icy Wind, Harden

#722 (Backpacker Deon)
Hitmonlee Lv25, Ability: Friend Guard - Blaze Kick, Acrobatics, Twister, Dragon Tail

#723 (Backpacker Darnell)
Raticate Lv43, Ability: Contrary - Focus Blast, Dragon Ascent, Roost, Grass Pledge

#724 (Backpacker Grayson)
Rotom Lv47, Ability: Iron Barbs - Draining Kiss, Sheer Cold, Rock Blast, Volt Switch

#725 (Backpacker Graeme)
Bagon Lv20, Ability: Tinted Lens - Rock Blast, Earthquake, Lucky Chant, Final Gambit

#726 (Backpacker Graeme)
Kangaskhan Lv32, Ability: Justified - Dragon Rush, Bubble Beam, Sacred Fire, Perish Song

#727 (Backpacker Graeme)
Dusknoir Lv41, Ability: Color Change - Focus Blast, Sweet Kiss, Searing Shot, Steel Wing

#728 (Backpacker Graeme)
Butterfree Lv61, Ability: Pure Power - Pin Missile, Sucker Punch, Silver Wind, Thunder Fang

#729 (Battle Girl Tess)
Medicham-Mega Lv55, Ability: Magic Guard - Synchronoise, Earth Power, Pluck, Take Down

#730 (Bird Keeper Bran)
Hypno Lv38, Ability: Stench - Revenge, Ice Punch, Volt Switch, Hail

#731 (Brains & Brawn Jael & Kael)
Basculin Lv37, Ability: No Guard - Moonblast, Sky Uppercut, Mimic, Water Pledge
Walrein Lv37, Ability: Shed Skin - Earth Power, Transform, Smog, Dual Chop

#732 (Brains & Brawn Aden & Finn)
Stoutland Lv56, Ability: Early Bird - Zen Headbutt, Precipice Blades, Tail Glow, Light of Ruin
Crobat Lv56, Ability: Lightning Rod - Smelling Salts, Steam Eruption, Leaf Blade, Steel Wing

#733 (Brains & Brawn Jael & Kael)
Kyurem-B Lv42, Ability: Gale Wings - Thunder, Spite, Psych Up, Swift
Manectric Lv42, Ability: Plus - Sucker Punch, Sacred Fire, Head Smash, Pin Missile

#734 (Brains & Brawn Jael & Kael)
Ho-Oh Lv50, Ability: Ice Body - Lava Plume, Mach Punch, Supersonic, Flash Cannon
Gengar Lv50, Ability: Torrent - Icy Wind, Psychic, Fire Pledge, Swagger

#735 (Brains & Brawn Jael & Kael)
Lickilicky Lv55, Ability: Hyper Cutter - Signal Beam, Sky Attack, Rock Wrecker, Iron Head
Drifblim Lv55, Ability: Iron Barbs - Flash Cannon, Phantom Force, Dream Eater, Simple Beam

#736 (Brains & Brawn Jael & Kael)
Conkeldurr Lv64, Ability: Aura Break - Judgment, Psybeam, Shadow Force, Low Sweep
Omastar Lv64, Ability: Poison Point - Rock Slide, Flamethrower, Fury Swipes, Flower Shield

#737 (Scuba Diver Kylan)
Golem Lv49, Ability: Iron Fist - Techno Blast, Meteor Mash, Happy Hour, Earth Power

#738 (Scuba Diver Dmitry)
Lucario Lv49, Ability: Big Pecks - Draining Kiss, Super Fang, Steel Wing, Karate Chop

#739 (Scuba Diver Keaton)
Golduck Lv46, Ability: Insomnia - Volt Switch, Hurricane, Recover, Leaf Tornado
Tyranitar Lv48, Ability: Delta Stream - Light of Ruin, Rock Blast, Solar Beam, Water Pledge

#740 (Scuba Diver Yutaka)
Jumpluff Lv47, Ability: Wonder Skin - Ice Punch, Sing, Bestow, Air Slash
Glalie Lv47, Ability: Inner Focus - Ice Punch, Acid Spray, Leaf Blade, Aura Sphere

#741 (Scuba Diver Tristan)
Salamence Lv49, Ability: Swift Swim - Mystical Fire, Nuzzle, Oblivion Wing, Draco Meteor

#742 (Scuba Diver Silas)
Sigilyph Lv47, Ability: Sniper - Iron Head, Flash Cannon, Air Cutter, Rock Slide
Kabutops Lv47, Ability: Synchronize - Rock Blast, Powder Snow, Reversal, String Shot

#743 (Scuba Diver Jason)
Kangaskhan-Mega Lv49, Ability: Turboblaze - Round, Tailwind, Bolt Strike, Solar Beam

#744 (Scuba Diver Colten)
Emboar Lv46, Ability: Compound Eyes - Dragon Rush, Flower Shield, Flash Cannon, Magma Storm
Exeggutor Lv48, Ability: Download - Doom Desire, Sky Uppercut, Pluck, Mirror Coat

#745 (Scuba Diver Javier)
Electivire Lv49, Ability: Analytic - Rock Slide, Thief, Grass Pledge, Powder Snow

#746 (Scuba Diver Kylan)
Houndoom Lv54, Ability: Telepathy - Play Rough, Psychic, Sacred Fire, Fire Spin

#747 (Scuba Diver Kylan)
Furfrou Lv59, Ability: Technician - Charge Beam, Gust, Swift, Aerial Ace
Honchkrow Lv59, Ability: Download - Karate Chop, Chatter, Poison Gas, Focus Blast

#748 (Scuba Diver [~ 748])
Inkay Lv6, Ability: Soundproof - Slash, Rollout, Gust, Pain Split

#749 (Scuba Diver [~ 749])
Sableye Lv6, Ability: Iron Barbs - Focus Blast, Transform, Swift, Fusion Flare

#750 (Free Diver Arzu)
Greninja Lv47, Ability: Stench - Force Palm, Nightmare, Psycho Cut, Smog
Registeel Lv47, Ability: Sheer Force - Leaf Tornado, Chatter, Meteor Mash, Draining Kiss

#751 (Free Diver Rischel)
Vanilluxe Lv49, Ability: Pixilate - Sacred Fire, Grass Pledge, Play Rough, Bubble Beam

#752 (Free Diver Hollie)
Galvantula Lv49, Ability: Early Bird - Giga Drain, Mach Punch, Shadow Force, Focus Blast

#753 (Free Diver Jillian)
Malamar Lv49, Ability: Rattled - Synchronoise, Giga Drain, Glare, Iron Head

#754 (Free Diver Mayu)
Minun Lv47, Ability: Bulletproof - Sludge, Work Up, Mach Punch, Ingrain
Latias Lv47, Ability: Keen Eye - Spacial Rend, Sacred Fire, Mirror Move, Psychic

#755 (Free Diver Cordura)
Tyrantrum Lv49, Ability: Sheer Force - Signal Beam, Secret Sword, Play Rough, Lava Plume

#756 (Free Diver Coral)
Arceus Lv46, Ability: Vital Spirit - Shadow Ball, Confusion, Tickle, Hail
Shuckle Lv48, Ability: Shell Armor - Snore, Bubble, Ice Fang, Skill Swap

#757 (Free Diver Kailyn)
Lunatone Lv49, Ability: Regenerator - Synchronoise, Dragon Ascent, Fake Tears, Force Palm

#758 (Free Diver Aileen)
Samurott Lv49, Ability: Illuminate - Light of Ruin, Zen Headbutt, Sucker Punch, Water Pulse

#759 (Free Diver Arzu)
Pangoro Lv52, Ability: Defeatist - Sucker Punch, Recover, Gust, Earth Power
Vespiquen Lv52, Ability: Color Change - Pin Missile, Grass Pledge, Aqua Tail, Water Pledge

#760 (Free Diver Arzu)
Gliscor Lv58, Ability: Solid Rock - Rock Tomb, Knock Off, Grass Pledge, Silver Wind
Rhyperior Lv58, Ability: Aroma Veil - Shadow Force, Light of Ruin, Leech Life, Icicle Crash
Kangaskhan Lv58, Ability: Justified - Sky Uppercut, Pluck, Electric Terrain, Dual Chop

#761 (Free Diver [~ 761])
Deoxys-A Lv6, Ability: Trace - Spark, Mud Bomb, Smog, Pound

#762 (Free Diver [~ 762])
Keldeo Lv6, Ability: Damp - Karate Chop, Copycat, Bind, Psych Up

#763 (Dragon Tamer Dray)
Samurott Lv56, Ability: Illuminate - Swift, Roar of Time, Tickle, Thunder

#764 (Dragon Tamer Egon)
Togekiss Lv56, Ability: Sand Rush - Rapid Spin, Inferno, Dragon Ascent, Bubble

#765 (Expert Theodore)
Togekiss Lv56, Ability: Sand Rush - Light of Ruin, Pluck, Thunder, Pain Split

#766 (Fairy Tale Girl Cece)
Reuniclus Lv23, Ability: Color Change - Chatter, Flash Cannon, Vacuum Wave, Leaf Blade
Vivillon Lv23, Ability: Magnet Pull - Confusion, Mach Punch, Spiky Shield, Chatter

#767 (Fairy Tale Girl Franny)
Raikou Lv26, Ability: Run Away - Chatter, Crunch, Power-Up Punch, Giga Drain

#768 (Fairy Tale Girl Momo)
Kricketune Lv42, Ability: Chlorophyll - Psychic, Mega Drain, Power Trick, Rock Wrecker

#769 (Fairy Tale Girl Nellie)
Clefable Lv25, Ability: Sheer Force - Bite, Force Palm, Crush Claw, Thrash
Wartortle Lv28, Ability: Normalize - Silver Wind, Power Trick, Thunder Wave, High Jump Kick

#770 (Fairy Tale Girl Momo)
Druddigon Lv48, Ability: Wonder Skin - Rock Slide, Rock Tomb, Drain Punch, Ice Fang

#771 (Fairy Tale Girl Momo)
Electrode Lv50, Ability: Grass Pelt - Aerial Ace, High Jump Kick, Razor Leaf, Foul Play
Simisage Lv50, Ability: Flame Body - Thunderbolt, Ember, Petal Blizzard, Karate Chop

#772 (Fairy Tale Girl Momo)
Rapidash Lv58, Ability: Sweet Veil - Sky Uppercut, Iron Head, Storm Throw, Magnitude
Emboar Lv58, Ability: Lightning Rod - Thunder, Wing Attack, Icy Wind, Tickle

#773 (Fairy Tale Girl [~ 773])
Roserade Lv6, Ability: Drought - Struggle Bug, Smog, Icy Wind, Aromatherapy

#774 (Fisherman Timin)
Victreebel Lv43, Ability: Limber - Dragon Ascent, Howl, Aerial Ace, Bubble Beam

#775 (Fisherman Finley)
Abomasnow Lv41, Ability: Magic Guard - Spark, Glare, Tail Whip, Sheer Cold
Carracosta Lv41, Ability: Flame Body - Giga Drain, Rock Slide, Play Rough, Bubble Beam

#776 (Fisherman Fisher)
Salamence Lv43, Ability: Poison Heal - Explosion, Draining Kiss, Lava Plume, Close Combat

#777 (Fisherman Sheaffer)
Magmortar Lv44, Ability: Dry Skin - Freeze-Dry, Brick Break, Electroweb, Zen Headbutt
Magcargo Lv44, Ability: Mummy - Psychic, Charge Beam, Rock Tomb, Sacred Fire

#778 (Fisherman Fisk)
Trevenant Lv47, Ability: Toxic Boost - Karate Chop, Fairy Lock, Skill Swap, Volt Switch

#779 (Fisherman River)
Regice Lv47, Ability: Flare Boost - Swift, Sky Uppercut, Rock Tomb, Dragon Rush

#780 (Mysterious Sisters Scall & Ion)
Venomoth Lv35, Ability: Battle Armor - U-turn, Sacred Fire, Night Shade, Earth Power
Meowth Lv34, Ability: Serene Grace - Psycho Cut, Sky Uppercut, Bounce, Snore

#781 (Mysterious Sisters Elle & Aya)
Malamar Lv43, Ability: Leaf Guard - Knock Off, Mach Punch, Ingrain, Sheer Cold
Dugtrio Lv42, Ability: Honey Gather - Meteor Mash, Venom Drench, Nasty Plot, Magnitude

#782 (Mysterious Sisters Scall & Ion)
Registeel Lv41, Ability: Sheer Force - Iron Head, Force Palm, Shadow Ball, Nuzzle
Rampardos Lv40, Ability: Rattled - Play Rough, Sacred Fire, Hydro Cannon, Dual Chop

#783 (Mysterious Sisters Scall & Ion)
Sableye-Mega Lv49, Ability: Iron Barbs - Icy Wind, Flatter, Snarl, Hydro Pump
Venusaur Lv48, Ability: Sticky Hold - Solar Beam, Icy Wind, Headbutt, Feint Attack

#784 (Mysterious Sisters Scall & Ion)
Milotic Lv54, Ability: Magic Bounce - Razor Shell, Snore, Sky Uppercut, Bullet Seed
Electrode Lv53, Ability: Flare Boost - X-Scissor, Fiery Dance, Shadow Ball, Dual Chop

#785 (Mysterious Sisters Scall & Ion)
Noivern Lv61, Ability: Sheer Force - Sludge, Earth Power, Gust, Powder Snow
Dialga Lv60, Ability: Thick Fat - Rock Tomb, Transform, String Shot, Hyper Fang

#786 (Ruin Maniac Hayes)
Latios-Mega Lv30, Ability: Primordial Sea - Brick Break, Icy Wind, Electro Ball, Dual Chop
Abra Lv30, Ability: Static - Volt Switch, Signal Beam, Switcheroo, Extrasensory

#787 (Ruin Maniac Omari)
Hypno Lv18, Ability: Cute Charm - Uproar, Vacuum Wave, Light Screen, Ominous Wind

#788 (Hiker Davian)
Blastoise-Mega Lv18, Ability: Honey Gather - Knock Off, Dragon Rush, Disarming Voice, Bubble

#789 (Street Thug Blair)
Basculin Lv14, Ability: Guts - Moonblast, Electric Terrain, Mach Punch, Phantom Force
Ledian Lv17, Ability: Fur Coat - Bug Buzz, Gust, Sky Attack, Magnet Bomb

#790 (Street Thug Jaylin)
Sceptile Lv25, Ability: Volt Absorb - Pluck, Baton Pass, Trick, Fire Pledge

#791 (Street Thug Gomez)
Relicanth Lv41, Ability: Huge Power - Steel Wing, Rock Slide, Parting Shot, Thousand Arrows

#792 (Street Thug Hannibal)
Slowking Lv43, Ability: Fur Coat - Rock Blast, Bounce, Ice Fang, Flash Cannon

#793 (Street Thug Regan)
Zoroark Lv52, Ability: Levitate - Poison Fang, Autotomize, Sky Uppercut, Shadow Ball
Chimecho Lv52, Ability: Hydration - Dragon Claw, Play Rough, Encore, Phantom Force

#794 (Street Thug Gomez)
Vanilluxe Lv49, Ability: Unaware - Ice Burn, Wish, Lava Plume, Switcheroo

#795 (Street Thug Gomez)
Cinccino Lv52, Ability: Flare Boost - Crabhammer, Sky Attack, Uproar, Bite
